15,6,11,16,29,38,42,43,53,54,62,63,67,72,74,89,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,"12","21","22","31","43","51","53","62","63","71","72","73","82","83","91","","","","",1,1,1,0,0,0,0,0,"AUM"
16,2,7,9,14,15,20,23,30,49,50,64,70,79,85,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"11","12","13","21","23","31","33","43","53","62","72","81","82","91","92","","","","",1,0,0,0,0,0,0,0,"ZQE"
17,1,12,17,22,27,37,41,45,56,58,60,61,73,77,87,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,"13","21","22","32","33","41","51","52","62","63","71","73","81","82","93","","","","",1,1,1,0,0,0,0,0,"CYL"
18,4,5,10,24,25,34,39,40,47,55,57,68,71,76,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"11","13","23","31","32","42","43","52","53","62","63","71","81","82","91","","","","",0,1,1,0,0,0,0,0,"LKX"
19,6,18,23,27,32,39,40,48,51,52,65,67,76,85,87,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,"12","21","32","33","42","43","52","53","61","63","71","72","81","91","93","","","","",1,0,2,1,0,0,0,0,"MSQ"
20,1,8,13,20,29,33,47,53,56,68,71,74,82,89,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"11","12","22","31","33","43","51","61","63","72","82","83","91","92","93","","","","",1,0,0,0,0,0,0,0,"DVP"
21,5,7,10,11,25,37,38,46,59,62,66,69,77,80,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"11","12","22","23","31","41","43","52","63","71","72","73","83","91","92","","","","",1,0,0,0,0,0,0,0,"WRF"
22,2,15,21,26,36,41,43,55,61,64,72,75,78,86,88,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,4,"11","23","31","32","41","52","53","62","72","73","81","82","83","91","93","","","","",2,1,1,1,0,0,0,0,"MUM"
23,3,4,17,19,24,34,35,45,49,57,58,60,73,79,84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,"11","13","21","22","31","42","43","51","53","61","63","72","82","83","92","","","","",0,3,0,0,1,0,0,0,"IVH"
24,9,12,14,16,22,28,30,31,42,44,50,54,63,70,81,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,5,"13","21","22","23","31","33","41","43","51","52","61","62","72","83","92","","","","",2,3,0,1,1,0,0,0,"OPI"
25,8,11,22,29,36,37,41,45,50,56,64,65,73,80,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"12","21","32","33","42","43","52","53","61","63","71","72","81","91","93","","","","",0,2,0,1,0,0,0,0,"RDK"
26,2,3,13,20,25,35,40,51,59,62,77,78,83,84,89,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,"11","12","22","31","33","43","51","61","63","72","82","83","91","92","93","","","","",0,1,1,0,0,0,0,0,"TNI"
27,1,6,10,15,21,32,39,46,58,60,61,67,70,81,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"11","12","22","23","31","41","43","52","63","71","72","73","83","91","92","","","","",2,0,0,1,0,0,0,0,"TPE"
28,4,19,24,26,34,42,49,52,63,68,72,76,79,88,90,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,6,"11","23","31","32","41","52","53","62","72","73","81","82","83","91","93","","","","",1,4,1,0,0,1,0,0,"IBP"
29,5,9,14,18,28,30,38,43,48,54,57,69,74,75,85,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,"11","13","21","22","31","42","43","51","53","61","63","72","82","83","92","","","","",3,0,1,0,1,0,0,0,"YDF"
30,7,12,16,17,23,27,31,33,44,47,53,55,66,71,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"13","21","22","23","31","33","41","43","51","52","61","62","72","83","92","","","","",1,0,0,0,0,0,0,0,"HGF"
31,8,18,23,27,38,39,43,50,55,60,62,63,71,80,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"13","22","31","33","41","43","52","61","62","71","72","73","83","91","92","","","","",1,0,0,0,0,0,0,0,"AOY"
32,5,6,7,15,16,24,33,34,47,54,59,61,72,74,81,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,"11","12","13","21","22","33","41","42","53","62","63","72","81","83","91","","","","",2,1,0,1,0,0,0,0,"EMT"
33,2,10,12,25,30,40,41,52,53,69,70,75,79,82,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,"11","21","23","32","43","51","52","62","63","72","81","82","83","91","93","","","","",0,1,1,0,0,0,0,0,"RSN"
34,4,13,21,29,32,37,42,48,49,51,58,66,78,85,90,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,"12","23","31","33","41","43","51","52","53","61","62","72","83","91","92","","","","",1,1,1,0,0,0,0,0,"NMZ"
35,3,14,17,20,26,35,44,45,57,64,65,76,77,87,89,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,"12","21","23","32","33","41","52","53","63","71","73","81","82","91","92","","","","",2,1,1,1,0,0,0,0,"IAG"
36,1,9,11,19,22,28,31,36,46,56,67,68,73,83,86,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,"11","12","21","23","32","33","41","42","53","61","72","73","83","91","92","","","","",1,2,1,1,0,0,0,0,"EHP"
37,5,17,28,31,34,35,45,51,54,64,68,70,74,83,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,"11","22","31","41","42","43","51","62","63","72","73","82","83","91","93","","","","",1,0,2,1,0,0,0,0,"SLF"
38,7,13,18,29,37,40,41,46,52,57,67,72,75,81,89,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,"12","22","23","32","43","51","52","53","61","63","71","81","82","91","93","","","","",2,0,0,1,0,0,0,0,"UZV"
39,4,10,12,21,27,32,38,43,48,50,63,66,71,80,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"12","21","23","32","33","41","43","51","53","62","71","72","81","92","93","","","","",0,0,1,0,0,0,0,0,"NXF"
40,6,8,14,19,23,36,47,49,56,59,61,73,79,85,86,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,"11","13","22","23","31","41","52","53","61","62","72","82","83","91","93","","","","",1,1,1,0,0,0,0,0,"IZV"
41,3,15,25,26,30,33,44,58,62,65,69,76,78,82,87,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,4,"13","21","31","32","41","43","52","61","71","72","73","82","83","92","93","","","","",0,3,1,0,1,0,0,0,"KWQ"
42,1,2,9,11,16,20,22,24,39,42,53,55,60,77,88,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4,"11","12","13","21","22","31","32","33","43","53","61","63","71","82","92","","","","",2,1,1,1,0,0,0,0,"QTI"
43,6,15,27,29,30,46,47,52,56,61,65,74,76,82,84,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,"12","23","32","33","41","51","52","61","62","71","73","82","83","91","93","","","","",1,0,2,1,0,0,0,0,"UBM"
44,7,9,11,13,20,25,32,36,44,51,57,63,75,83,87,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,"12","13","22","23","31","33","42","43","51","62","63","71","81","91","92","","","","",1,0,1,0,0,0,0,0,"CNK"
45,3,5,18,19,22,33,40,54,55,69,70,72,80,89,90,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,5,"11","13","22","23","33","41","52","61","62","71","82","83","91","92","93","","","","",1,0,4,0,0,1,0,0,"FZY"
46,2,10,14,23,34,39,42,45,59,62,64,71,73,85,86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,"11","21","23","32","41","43","52","53","63","71","72","82","83","91","92","","","","",0,1,1,0,0,0,0,0,"NLM"
47,1,4,16,24,28,31,35,37,41,49,50,67,68,79,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"11","12","21","31","33","41","42","43","52","53","63","72","73","81","92","","","","",1,0,0,0,0,0,0,0,"CPX"
48,8,12,17,21,26,38,43,48,53,58,60,66,77,78,81,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,4,"13","21","23","31","32","43","51","52","62","63","71","72","81","83","92","","","","",1,2,1,1,0,0,0,0,"EKW"
49,9,13,17,21,28,35,47,55,59,62,64,72,78,83,85,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,"12","21","23","32","33","43","53","61","62","71","72","81","82","91","93","","","","",1,1,0,0,0,0,0,0,"LAJ"
50,5,14,20,27,32,45,48,57,58,60,69,79,84,87,88,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,5,"11","21","32","33","41","51","53","62","63","72","73","82","91","92","93","","","","",3,1,1,0,1,0,0,0,"YYS"
51,1,3,10,12,22,25,30,46,49,56,63,75,77,80,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"11","12","21","23","32","33","42","51","53","62","73","81","82","91","93","","","","",1,1,0,0,0,0,0,0,"JGZ"
52,4,6,11,18,23,26,33,34,37,44,53,61,66,74,81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,"11","12","21","23","31","32","41","42","43","53","62","72","73","83","91","","","","",0,1,1,0,0,0,0,0,"QQK"
53,2,8,15,16,24,36,38,41,42,43,51,54,68,71,89,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,"11","13","21","22","33","41","42","51","52","53","61","63","72","83","92","","","","",1,1,1,0,0,0,0,0,"RLM"
54,7,19,29,31,39,40,50,52,65,67,70,73,76,82,90,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,"11","22","32","41","43","51","62","63","72","73","81","82","83","91","93","","","","",0,1,2,1,0,0,0,0,"JUO"
55,3,6,16,20,32,34,36,44,51,62,69,70,71,80,84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,"11","13","22","31","41","42","43","51","62","72","73","82","83","91","93","","","","",1,0,2,1,0,0,0,0,"ANX"
56,1,11,17,26,35,42,52,57,59,63,72,73,81,82,83,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,5,"13","21","22","31","43","53","61","62","63","72","81","82","91","92","93","","","","",3,0,2,1,1,0,0,0,"RUP"
57,5,7,19,21,23,24,30,40,41,56,58,65,74,85,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"11","13","22","31","32","33","43","52","53","61","62","73","81","91","92","","","","",1,1,0,0,0,0,0,0,"CHN"
58,4,8,10,12,22,25,38,46,48,49,50,64,77,79,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,"12","13","21","23","32","33","42","51","52","53","61","72","81","83","91","","","","",0,2,0,1,0,0,0,0,"MJE"
59,9,13,14,18,27,33,39,47,54,55,61,67,76,78,88,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,4,"13","21","22","23","31","41","43","52","61","62","72","73","82","83","91","","","","",1,2,1,1,0,0,0,0,"GFP"
60,2,15,28,29,31,37,43,45,53,60,66,68,75,86,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"12","23","31","33","41","43","51","53","62","71","72","73","82","91","92","","","","",1,0,0,0,0,0,0,0,"FXV"
61,1,15,17,22,31,39,40,56,63,65,76,78,81,87,88,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,4,"13","21","22","32","41","43","53","63","71","72","81","82","91","92","93","","","","",1,2,1,1,0,0,0,0,"EUD"
62,2,11,23,34,37,45,53,59,60,64,66,72,75,83,89,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,"12","23","31","41","43","52","61","63","71","72","73","82","83","91","92","","","","",1,1,0,0,0,0,0,0,"OVA"
63,7,12,19,20,26,30,38,42,43,51,61,62,74,82,84,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,"12","22","23","32","33","41","42","51","53","61","71","72","83","91","93","","","","",1,0,3,0,1,0,0,0,"WXN"
64,4,5,13,18,21,25,33,44,46,47,50,55,69,73,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"12","13","21","22","31","32","42","51","52","53","61","63","71","83","93","","","","",1,0,1,0,0,0,0,0,"RPM"
65,3,14,27,28,32,48,49,52,57,67,71,77,79,80,85,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,"12","23","32","33","41","51","53","61","62","72","81","82","83","91","93","","","","",2,0,1,1,0,0,0,0,"HXT"
66,6,8,9,10,16,24,29,35,36,41,54,58,68,70,86,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,"11","12","13","22","23","31","32","41","42","51","61","63","73","83","92","","","","",1,1,0,0,0,0,0,0,"ZYE"
67,2,3,16,24,28,31,43,45,57,59,64,69,78,85,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"12","13","21","32","33","43","51","53","61","62","71","72","82","91","93","","","","",0,1,0,0,0,0,0,0,"OSI"
68,1,11,12,14,26,35,36,49,53,54,65,66,79,82,84,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,6,"11","21","22","23","33","42","43","52","61","63","71","73","82","91","92","","","","",1,1,4,0,0,1,0,0,"KRE"
69,8,15,21,29,30,41,48,52,55,61,68,70,75,77,90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,"13","21","31","32","43","51","52","62","63","72","73","81","82","83","91","","","","",0,2,0,1,0,0,0,0,"ABP"
70,5,6,17,19,27,34,38,44,50,51,62,74,76,83,89,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,"11","13","21","23","33","42","43","52","61","62","72","81","83","91","92","","","","",1,1,2,1,0,0,0,0,"HEJ"
71,9,10,18,20,23,33,39,42,47,56,67,72,73,81,88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,"12","22","23","31","33","41","42","51","53","62","71","81","83","92","93","","","","",2,0,0,1,0,0,0,0,"KDV"
72,4,7,13,22,25,32,37,40,46,58,60,63,71,80,87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,"11","13","22","32","33","41","43","51","53","62","71","72","83","91","92","","","","",1,1,0,0,0,0,0,0,"WBN"
73,7,8,13,28,29,30,40,52,62,64,76,78,81,84,89,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,4,"11","13","21","31","32","43","52","61","72","73","82","83","91","92","93","","","","",1,2,1,1,0,0,0,0,"IZH"
74,4,18,22,26,35,38,41,53,55,59,61,69,77,85,88,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"11","22","31","33","42","43","52","61","62","63","71","73","81","92","93","","","","",1,0,1,0,0,0,0,0,"FTB"
75,3,19,20,31,36,37,45,46,56,65,66,71,73,74,86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"13","21","32","41","42","43","52","53","61","72","73","81","82","83","91","","","","",1,1,0,0,0,0,0,0,"LOK"
76,6,11,16,24,25,33,39,42,54,57,58,63,79,82,90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,"12","21","23","32","33","41","43","52","61","62","63","73","81","91","92","","","","",1,1,0,0,0,0,0,0,"FWV"
77,5,9,14,15,17,21,34,47,48,50,67,68,72,80,87,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,"11","13","21","22","23","32","42","52","53","63","71","72","81","91","93","","","","",3,0,1,0,1,0,0,0,"IZA"
78,1,2,10,12,23,27,32,43,44,49,51,60,70,75,83,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,"11","13","22","23","31","32","42","51","52","53","61","72","81","83","93","","","","",1,2,0,1,0,0,0,0,"CIN"
79,1,3,6,17,20,25,32,47,58,63,64,76,77,85,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,"11","12","13","22","31","33","42","51","61","72","73","82","83","91","93","","","","",1,1,0,0,0,0,0,0,"LOU"
80,4,13,21,22,39,40,41,54,55,62,66,67,72,83,89,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,"13","21","31","33","42","52","53","62","63","71","72","73","81","91","92","","","","",1,1,1,0,0,0,0,0,"EUF"
81,5,14,18,24,29,34,37,44,48,56,59,61,74,84,87,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5,"13","21","23","32","33","41","42","52","53","61","63","72","81","91","92","","","","",2,1,2,2,0,0,0,0,"JIC"
82,2,9,10,12,26,35,38,45,52,57,68,78,79,82,90,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,"12","13","21","22","31","41","43","51","62","63","71","82","83","92","93","","","","",1,2,0,1,0,0,0,0,"RJY"
83,7,19,23,28,31,33,36,42,43,49,51,65,70,75,80,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,"12","21","31","33","41","42","43","51","52","53","61","72","82","83","93","","","","",2,0,1,1,0,0,0,0,"ZBX"
84,8,11,15,16,27,30,46,50,53,60,69,71,73,81,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"12","21","22","23","31","43","52","62","63","71","73","81","82","91","93","","","","",1,0,0,0,0,0,0,0,"ZUK"
85,1,18,21,29,31,33,39,47,52,61,65,67,75,80,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,"13","22","31","32","41","42","43","53","61","71","72","73","83","91","92","","","","",1,0,1,0,0,0,0,0,"NHU"
86,6,9,14,15,22,27,38,40,50,53,60,70,82,83,86,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,"11","12","21","22","31","33","43","51","62","63","73","82","91","92","93","","","","",2,0,1,1,0,0,0,0,"CDW"
87,5,11,20,26,37,46,51,59,62,69,77,78,79,85,90,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,"12","23","32","33","41","52","61","62","71","73","81","82","83","91","93","","","","",0,2,1,1,0,0,0,0,"GYI"
88,4,7,12,19,25,30,35,36,44,45,55,57,66,71,88,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,"11","12","21","23","33","41","42","43","51","52","61","63","72","82","93","","","","",1,0,2,1,0,0,0,0,"MYS"
89,2,13,16,24,32,42,43,54,58,63,68,72,73,87,89,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,"11","22","23","32","42","51","53","61","63","71","72","82","83","91","93","","","","",2,1,0,1,0,0,0,0,"AYV"
90,3,8,10,17,23,28,34,41,48,49,56,64,74,76,84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,"11","13","22","23","32","33","42","51","52","53","63","71","81","82","91","","","","",1,2,0,1,0,0,0,0,"SGZ"
91,9,10,28,33,34,40,41,46,54,65,70,71,82,85,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"12","22","33","41","43","51","52","53","61","73","81","82","91","92","93","","","","",1,0,0,0,0,0,0,0,"INB"
92,2,18,20,24,39,43,48,50,53,62,63,66,77,86,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"12","22","31","33","43","51","52","61","63","71","72","73","82","91","93","","","","",0,1,0,0,0,0,0,0,"CMT"
93,5,6,12,14,15,29,32,38,44,52,57,64,69,74,84,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,5,"12","13","21","22","23","33","42","43","53","61","62","71","72","81","91","","","","",2,2,1,2,0,0,0,0,"ROS"
94,1,19,21,23,26,30,36,47,51,60,72,78,79,83,88,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,7,"11","21","31","32","33","42","43","52","62","73","81","82","83","91","93","","","","",3,1,3,0,2,0,0,0,"YWZ"
95,3,7,11,13,16,22,37,42,49,55,59,61,76,81,87,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,"12","13","21","22","23","33","41","52","53","61","62","71","82","91","93","","","","",0,2,1,1,0,0,0,0,"ROC"
96,4,8,17,25,27,31,35,45,56,58,67,68,73,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"11","13","22","31","33","42","43","51","61","62","72","73","82","83","91","","","","",0,0,0,0,0,0,0,0,"FFP"
97,8,12,16,18,39,44,49,52,55,56,60,64,78,80,90,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,4,"12","21","22","23","41","52","53","61","62","63","71","73","82","91","93","","","","",2,2,0,2,0,0,0,0,"SFT"
98,1,2,14,25,30,37,48,57,59,66,74,75,81,84,86,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,"12","13","22","33","41","42","51","61","63","73","81","82","91","92","93","","","","",1,3,0,0,1,0,0,0,"WKB"
99,7,17,20,27,29,36,38,40,41,54,62,67,73,85,88,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,"12","23","31","32","33","41","43","51","52","62","71","73","83","91","92","","","","",1,1,0,0,0,0,0,0,"AWJ"
100,4,15,22,24,28,31,34,35,47,50,61,63,71,77,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"11","21","31","32","33","41","42","43","52","63","71","72","82","83","93","","","","",1,0,0,0,0,0,0,0,"JQY"
101,3,5,9,10,11,26,33,42,43,46,58,65,69,72,87,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,"11","12","13","21","23","32","43","51","52","53","62","71","72","83","91","","","","",1,2,1,1,0,0,0,0,"INK"
102,6,13,19,21,23,32,45,51,53,68,70,76,79,82,83,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,"11","21","23","31","32","42","53","62","63","73","81","82","83","91","92","","","","",0,1,1,0,0,0,0,0,"FGV"
103,9,14,18,21,23,33,38,42,54,63,68,72,74,88,89,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,"12","21","23","31","33","42","43","53","62","71","72","81","82","91","93","","","","",2,1,1,1,0,0,0,0,"MZL"
104,5,7,15,27,31,46,47,50,52,55,60,77,80,84,90,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,"11","12","22","31","42","51","53","61","62","63","73","83","91","92","93","","","","",1,2,1,1,0,0,0,0,"ESB"
105,1,6,11,16,24,30,35,48,57,59,66,76,78,79,82,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,"12","13","21","23","31","41","42","53","61","62","73","81","82","83","92","","","","",1,2,1,1,0,0,0,0,"ZSW"
106,4,8,13,25,28,32,34,41,44,45,56,65,67,73,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"12","13","23","32","33","42","43","51","52","53","61","71","72","81","91","","","","",0,1,0,0,0,0,0,0,"BPG"
107,3,10,12,26,29,36,43,51,61,62,64,70,75,81,85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,"12","21","22","32","33","41","53","63","71","72","73","81","83","91","92","","","","",1,1,0,0,0,0,0,0,"ZPK"
108,2,17,19,20,22,37,39,40,49,53,58,69,71,83,87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"12","21","22","31","33","41","43","51","52","61","62","73","83","92","93","","","","",0,1,1,0,0,0,0,0,"KBB"
109,7,11,14,22,29,39,40,48,54,58,65,76,78,84,90,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,7,"12","22","23","31","33","41","52","53","61","62","73","81","82","91","93","","","","",4,1,2,1,0,1,0,0,"LCY"
110,4,15,21,24,25,30,38,51,63,64,68,70,77,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"13","21","31","32","33","42","43","62","71","72","73","81","83","91","92","","","","",0,0,0,0,0,0,0,0,"VPG"
111,1,17,26,32,37,42,45,55,56,60,71,73,80,85,86,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,"11","21","33","41","42","51","52","62","63","73","82","83","91","92","93","","","","",2,0,2,2,0,0,0,0,"APF"
112,3,6,10,12,23,31,41,44,52,62,66,69,79,87,88,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,"12","13","21","23","32","41","52","53","63","71","72","73","81","91","92","","","","",0,0,2,1,0,0,0,0,"XTG"
113,2,5,16,18,28,33,35,43,46,57,59,67,72,75,82,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"11","13","21","22","31","41","42","52","53","62","63","73","82","83","91","","","","",0,1,1,0,0,0,0,0,"UVG"
